,lemmatised_Luke
16873,.
16874,blaspheming
16875,","
16876,many
16877,thing
16878,said
16879,.
16880,22:66
16881,.
16882,soon
16883,day
16884,","
16885,ancient
16886,people
16887,chief
16888,priest
16889,scribe
16890,came
16891,together
16892,.
16893,brought
16894,council
16895,saying
16896,:
16897,thou
16898,Christ
16899,","
16900,tell
16901,u
16902,.
16903,22:67
16904,.
16905,saith
16906,:
16907,shall
16908,tell
16909,","
16910,believe
16911,.
16912,22:68
16913,.
16914,shall
16915,also
16916,ask
16917,","
16918,answer
16919,","
16920,let
16921,go
16922,.
16923,22:69
16924,.
16925,hereafter
16926,Son
16927,man
16928,shall
16929,sitting
16930,right
16931,hand
16932,power
16933,God
16934,.
16935,22:70
16936,.
16937,said
16938,:
16939,Art
16940,thou
16941,Son
16942,God
16943,?
16944,said
16945,:
16946,say
16947,.
16948,22:71
16949,.
16950,said
16951,:
16952,need
16953,testimony
16954,?
16955,heard
16956,mouth
16957,.
16958,Luke
16959,Chapter
16960,23
16961,continuation
16962,history
16963,passion
16964,.
16965,23:1
16966,.
16967,whole
16968,multitude
16969,","
16970,rising
16971,","
16972,led
16973,Pilate
16974,.
16975,23:2
16976,.
16977,began
16978,accuse
16979,","
16980,saying
16981,:
16982,found
16983,man
16984,perverting
16985,nation
16986,forbidding
16987,give
16988,tribute
16989,Caesar
16990,saying
16991,Christ
16992,king
16993,.
16994,23:3
16995,.
16996,Pilate
16997,asked
16998,","
16999,saying
17000,:
17001,Art
17002,thou
17003,king
17004,Jews
17005,?
17006,answering
17007,","
17008,said
17009,:
17010,Thou
17011,sayest
17012,.
17013,23:4
17014,.
17015,Pilate
17016,said
17017,chief
17018,priest
17019,multitude
17020,:
17021,find
17022,cause
17023,man
17024,.
17025,23:5
17026,.
17027,earnest
17028,","
17029,saying
17030,:
17031,stirreth
17032,people
17033,","
17034,teaching
17035,throughout
17036,Judea
17037,","
17038,beginning
17039,Galilee
17040,place
17041,.
17042,23:6
17043,.
17044,Pilate
17045,hearing
17046,Galilee
17047,","
17048,asked
17049,man
17050,Galilee
17051,?
17052,23:7
17053,.
17054,understood
17055,Herod
17056,’
17057,jurisdiction
17058,","
17059,sent
17060,away
17061,Herod
17062,","
17063,also
17064,Jerusalem
17065,day
17066,.
17067,23:8
17068,.
17069,Herod
17070,seeing
17071,Jesus
17072,","
17073,glad
17074,:
17075,desirous
17076,long
17077,time
17078,see
17079,","
17080,heard
17081,many
17082,thing
17083,;
17084,hoped
17085,see
17086,sign
17087,wrought
17088,.
17089,23:9
17090,.
17091,questioned
17092,many
17093,word
17094,.
17095,answered
17096,nothing
17097,.
17098,23:10
17099,.
17100,chief
17101,priest
17102,scribe
17103,stood
17104,","
17105,earnestly
17106,accusing
17107,.
17108,23:11
17109,.
17110,Herod
17111,army
17112,set
17113,nought
17114,mocked
17115,","
17116,putting
17117,white
17118,garment
17119,:
17120,sent
17121,back
17122,Pilate
17123,.
17124,23:12
17125,.
17126,Herod
17127,Pilate
17128,made
17129,friend
17130,","
17131,day
17132,:
17133,enemy
17134,one
17135,another
17136,.
17137,23:13
17138,.
17139,Pilate
17140,","
17141,calling
17142,together
17143,chief
17144,priest
17145,magistrate
17146,people
17147,","
17148,23:14
17149,.
17150,Said
17151,:
17152,presented
17153,unto
17154,man
17155,one
17156,perverteth
17157,people
17158,.
17159,behold
17160,","
17161,examined
17162,","
17163,find
17164,cause
17165,man
17166,","
17167,thing
17168,wherein
17169,accuse
17170,.
17171,23:15
17172,.
17173,","
17174,Herod
17175,neither
17176,.
17177,","
17178,sent
17179,:
17180,behold
17181,","
17182,nothing
17183,worthy
17184,death
17185,done
17186,.
17187,23:16
17188,.
17189,chastise
17190,therefore
17191,release
17192,.
17193,23:17
17194,.
17195,necessity
17196,release
17197,unto
17198,one
17199,upon
17200,feast
17201,day
17202,.
17203,23:18
17204,.
17205,whole
17206,multitude
17207,together
17208,cried
17209,","
17210,saying
17211,:
17212,Away
17213,man
17214,","
17215,release
17216,unto
17217,u
17218,Barabbas
17219,:
17220,23:19.
17221,","
17222,certain
17223,sedition
17224,made
17225,city
17226,murder
17227,","
17228,cast
17229,prison
17230,.
17231,23:20
17232,.
17233,Pilate
17234,spoke
17235,","
17236,desiring
17237,release
17238,Jesus
17239,.
17240,23:21
17241,.
17242,cried
17243,","
17244,saying
17245,:
17246,Crucify
17247,","
17248,Crucify
17249,.
17250,23:22
17251,.
17252,said
17253,third
17254,time
17255,:
17256,","
17257,evil
17258,hath
17259,man
17260,done
17261,?
17262,find
17263,cause
17264,death
17265,.
17266,chastise
17267,therefore
17268,let
17269,go
17270,.
17271,23:23
17272,.
17273,instant
17274,loud
17275,voice
17276,","
17277,requiring
17278,might
17279,crucified
17280,.
17281,voice
17282,prevailed
17283,.
17284,23:24
17285,.
17286,Pilate
17287,gave
17288,sentence
17289,required
17290,.
17291,23:25
17292,.
17293,released
17294,unto
17295,murder
17296,sedition
17297,cast
17298,prison
17299,","
17300,desired
17301,.
17302,Jesus
17303,delivered
17304,.
17305,23:26
17306,.
17307,led
17308,away
17309,","
17310,laid
17311,hold
17312,one
17313,Simon
17314,Cyrene
17315,","
17316,coming
17317,country
17318,;
17319,laid
17320,cross
17321,carry
17322,Jesus
17323,.
17324,23:27
17325,.
17326,followed
17327,great
17328,multitude
17329,people
17330,woman
17331,","
17332,bewailed
17333,lamented
17334,.
17335,23:28
17336,.
17337,Jesus
17338,turning
17339,","
17340,said
17341,:
17342,Daughters
17343,Jerusalem
17344,","
17345,weep
17346,;
17347,weep
17348,child
17349,.
17350,23:29
17351,.
17352,behold
17353,","
17354,day
17355,shall
17356,come
17357,","
17358,wherein
17359,say
17360,:
17361,Blessed
17362,barren
17363,womb
17364,borne
17365,pap
17366,given
17367,suck
17368,.
17369,23:30
17370,.
17371,shall
17372,begin
17373,say
17374,mountain
17375,:
17376,Fall
17377,upon
17378,u
17379,.
17380,hill
17381,:
17382,Cover
17383,u
17384,.
17385,23:31
17386,.
17387,green
17388,wood
17389,thing
17390,","
17391,shall
17392,done
17393,dry
17394,?
17395,23:32
17396,.
17397,also
17398,two
17399,malefactor
17400,led
17401,put
17402,death
17403,.
17404,23:33
17405,.
17406,come
17407,place
17408,called
17409,Calvary
17410,","
17411,crucified
17412,:
17413,robber
17414,","
17415,one
17416,right
17417,hand
17418,","
17419,left
17420,.
17421,23:34
17422,.
17423,Jesus
17424,said
17425,:
17426,Father
17427,","
17428,forgive
17429,","
17430,know
17431,.
17432,","
17433,dividing
17434,garment
17435,","
17436,cast
17437,lot
17438,.
17439,23:35
17440,.
17441,people
17442,stood
17443,beholding
17444,.
17445,ruler
17446,derided
17447,","
17448,saying
17449,:
17450,saved
17451,others
17452,:
17453,let
17454,save
17455,","
17456,Christ
17457,","
17458,elect
17459,God
17460,.
17461,23:36
17462,.
17463,soldier
17464,also
17465,mocked
17466,","
17467,coming
17468,offering
17469,vinegar
17470,","
17471,23:37
17472,.
17473,saying
17474,:
17475,thou
17476,king
17477,Jews
17478,","
17479,save
17480,thyself
17481,.
17482,23:38
17483,.
17484,also
17485,superscription
17486,written
17487,letter
17488,Greek
17489,Latin
17490,Hebrew
17491,KING
17492,JEWS
17493,.
17494,23:39
17495,.
17496,one
17497,robber
17498,hanged
17499,blasphemed
17500,","
17501,saying
17502,:
17503,thou
17504,Christ
17505,","
17506,save
17507,thyself
17508,u
17509,.
17510,23:40
17511,.
17512,answering
17513,","
17514,rebuked
17515,","
17516,saying
17517,:
17518,Neither
17519,dost
17520,thou
17521,fear
17522,God
17523,","
17524,seeing
17525,;
17526,thou
17527,art
17528,condemnation
17529,?
17530,23:41
17531,.
17532,indeed
17533,justly
17534,:
17535,receive
17536,due
17537,reward
17538,deed
17539,.
17540,man
17541,hath
17542,done
17543,evil
17544,.
17545,23:42
17546,.
17547,said
17548,Jesus
17549,:
17550,Lord
17551,","
17552,remember
17553,thou
17554,shalt
17555,come
17556,thy
17557,kingdom
17558,.
17559,23:43
17560,.
17561,Jesus
17562,said
17563,:
17564,Amen
17565,say
17566,thee
17567,:
17568,day
17569,thou
17570,shalt
17571,paradise
17572,.
17573,paradise
17574,....
17575,","
17576,happy
17577,state
17578,rest
17579,","
17580,joy
17581,","
17582,peace
17583,everlasting
17584,.
17585,Christ
17586,pleased
17587,","
17588,special
17589,privilege
17590,","
17591,reward
17592,faith
17593,confession
17594,penitent
17595,thief
17596,","
17597,full
17598,discharge
17599,sin
17600,","
17601,guilt
17602,punishment
17603,;
17604,introduce
17605,immediately
17606,death
17607,happy
17608,society
17609,saint
17610,","
17611,whose
17612,limbo
17613,","
17614,","
17615,place
17616,confinement
17617,","
17618,made
17619,paradise
17620,Lord
17621,’
17622,going
17623,thither
17624,.
17625,23:44
17626,.
17627,almost
17628,sixth
17629,hour
17630,:
17631,darkness
17632,earth
17633,ninth
17634,hour
17635,.
17636,23:45
17637,.
17638,sun
17639,darkened
17640,","
17641,veil
17642,temple
17643,rent
17644,midst
17645,.
17646,23:46
17647,.
17648,Jesus
17649,cry
17650,loud
17651,voice
17652,","
17653,said
17654,:
17655,Father
17656,","
17657,thy
17658,hand
17659,commend
17660,spirit
17661,.
17662,saying
17663,","
17664,gave
17665,ghost
17666,.
17667,23:47
17668,.
17669,","
17670,centurion
17671,","
17672,seeing
17673,done
17674,","
17675,glorified
17676,God
17677,","
17678,saying
17679,:
17680,Indeed
17681,man
17682,.
17683,23:48
17684,.
17685,multitude
17686,come
17687,together
17688,sight
17689,saw
17690,thing
17691,done
17692,returned
17693,","
17694,striking
17695,breast
17696,.
17697,23:49
17698,.
17699,acquaintance
17700,woman
17701,followed
17702,Galilee
17703,stood
17704,afar
17705,","
17706,beholding
17707,thing
17708,.
17709,23:50
17710,.
17711,behold
17712,man
17713,named
17714,Joseph
17715,counsellor
17716,","
17717,good
17718,man
17719,","
17720,23:51
17721,.
17722,(
17723,consented
17724,counsel
17725,doings
17726,)
17727,Arimathea
17728,","
17729,city
17730,Judea
17731,:
17732,also
17733,looked
17734,kingdom
17735,God
17736,.
17737,23:52
17738,.
17739,man
17740,went
17741,Pilate
17742,begged
17743,body
17744,Jesus
17745,.
17746,23:53
17747,.
17748,taking
17749,","
17750,wrapped
17751,fine
17752,linen
17753,laid
17754,sepulchre
17755,hewed
17756,stone
17757,","
17758,wherein
17759,never
17760,yet
17761,man
17762,laid
17763,.
17764,23:54
17765,.
17766,day
17767,Parasceve
17768,:
17769,sabbath
17770,drew
17771,.
17772,Parasceve
17773,....
17774,","
17775,eve
17776,","
17777,day
17778,preparation
17779,sabbath
17780,.
17781,23:55
17782,.
17783,woman
17784,come
17785,Galilee
17786,","
17787,following
17788,","
17789,saw
17790,sepulchre
17791,body
17792,laid
17793,.
17794,23:56
17795,.
17796,returning
17797,","
17798,prepared
17799,spice
17800,ointment
17801,:
17802,sabbath
17803,day
17804,rested
17805,","
17806,according
17807,commandment
17808,.
17809,Luke
17810,Chapter
17811,24
17812,Christ
17813,’
17814,resurrection
17815,manifestation
17816,disciple
17817,.
17818,24:1
17819,.
17820,first
17821,day
17822,week
17823,","
17824,early
17825,morning
17826,","
17827,came
17828,sepulchre
17829,","
17830,bringing
17831,spice
17832,prepared
17833,.
17834,24:2
17835,.
17836,found
17837,stone
17838,rolled
17839,back
17840,sepulchre
17841,.
17842,24:3
17843,.
17844,going
17845,","
17846,found
17847,body
17848,Lord
17849,Jesus
17850,.
17851,24:4
17852,.
17853,came
17854,pas
17855,","
17856,astonished
17857,mind
17858,","
17859,behold
17860,","
17861,two
17862,men
17863,stood
17864,","
17865,shining
17866,apparel
17867,.
17868,24:5
17869,.
17870,afraid
17871,bowed
17872,countenance
17873,towards
17874,ground
17875,","
17876,said
17877,unto
17878,:
17879,seek
17880,living
17881,dead
17882,?
17883,24:6
17884,.
17885,","
17886,risen
17887,.
17888,Remember
17889,spoke
17890,unto
17891,","
17892,yet
17893,Galilee
17894,","
17895,24:7
17896,.
17897,Saying
17898,:
17899,Son
17900,man
17901,must
17902,delivered
17903,hand
17904,sinful
17905,men
17906,crucified
17907,third
17908,day
17909,rise
17910,.
17911,24:8
17912,.
17913,remembered
17914,word
17915,.
17916,24:9
17917,.
17918,going
17919,back
17920,sepulchre
17921,","
17922,told
17923,thing
17924,eleven
17925,rest
17926,.
17927,24:10
17928,.
17929,Mary
17930,Magdalen
17931,Joanna
17932,Mary
17933,James
17934,woman
17935,","
17936,told
17937,thing
17938,apostle
17939,.
17940,24:11
17941,.
17942,word
17943,seemed
17944,idle
17945,tale
17946,:
17947,believe
17948,.
17949,24:12
17950,.
17951,Peter
17952,rising
17953,","
17954,ran
17955,sepulchre
17956,","
17957,stooping
17958,","
17959,saw
17960,linen
17961,cloth
17962,laid
17963,:
17964,went
17965,away
17966,wondering
17967,come
17968,pas
17969,.
17970,24:13
17971,.
17972,behold
17973,","
17974,two
17975,went
17976,","
17977,day
17978,","
17979,town
17980,sixty
17981,furlong
17982,Jerusalem
17983,","
17984,named
17985,Emmaus
17986,.
17987,24:14
17988,.
17989,talked
17990,together
17991,thing
17992,happened
17993,.
17994,24:15
17995,.
17996,came
17997,pas
17998,talked
17999,reasoned
18000,","
18001,Jesus
18002,also
18003,","
18004,drawing
18005,near
18006,","
18007,went
18008,.
18009,24:16
18010,.
18011,eye
18012,held
18013,","
18014,know
18015,.
18016,24:17
18017,.
18018,said
18019,:
18020,discourse
18021,hold
18022,one
18023,another
18024,walk
18025,sad
18026,?
18027,24:18
18028,.
18029,one
18030,","
18031,whose
18032,name
18033,Cleophas
18034,","
18035,answering
18036,","
18037,said
18038,:
18039,Art
18040,thou
18041,stranger
18042,Jerusalem
18043,","
18044,hast
18045,known
18046,thing
18047,done
18048,day
18049,?
18050,24:19
18051,.
18052,said
18053,:
18054,thing
18055,?
18056,said
18057,:
18058,Concerning
18059,Jesus
18060,Nazareth
18061,","
18062,prophet
18063,","
18064,mighty
18065,work
18066,word
18067,God
18068,people
18069,.
18070,24:20
18071,.
18072,chief
18073,priest
18074,prince
18075,delivered
18076,condemned
18077,death
18078,crucified
18079,.
18080,24:21
18081,.
18082,hoped
18083,redeemed
18084,Israel
18085,.
18086,besides
18087,","
18088,to-day
18089,third
18090,day
18091,since
18092,thing
18093,done
18094,.
18095,24:22
18096,.
18097,Yea
18098,certain
18099,woman
18100,also
18101,company
18102,affrighted
18103,u
18104,","
18105,light
18106,","
18107,sepulchre
18108,","
18109,24:23
18110,.
18111,finding
18112,body
18113,","
18114,came
18115,","
18116,saying
18117,also
18118,seen
18119,vision
18120,angel
18121,","
18122,say
18123,alive
18124,.
18125,24:24
18126,.
18127,people
18128,went
18129,sepulchre
18130,found
18131,woman
18132,said
18133,:
18134,found
18135,.
18136,24:25
18137,.
18138,said
18139,:
18140,foolish
18141,slow
18142,heart
18143,believe
18144,thing
18145,","
18146,prophet
18147,spoken
18148,.
18149,24:26
18150,.
18151,Ought
18152,Christ
18153,suffered
18154,thing
18155,","
18156,enter
18157,glory
18158,?
18159,24:27
18160,.
18161,beginning
18162,Moses
18163,prophet
18164,","
18165,expounded
18166,scripture
18167,thing
18168,concerning
18169,.
18170,24:28
18171,.
18172,drew
18173,nigh
18174,town
18175,whither
18176,going
18177,:
18178,made
18179,though
18180,would
18181,go
18182,farther
18183,.
18184,24:29
18185,.
18186,constrained
18187,","
18188,saying
18189,:
18190,Stay
18191,u
18192,","
18193,towards
18194,evening
18195,day
18196,far
18197,spent
18198,.
18199,went
18200,.
18201,24:30
18202,.
18203,came
18204,pas
18205,","
18206,whilst
18207,table
18208,","
18209,took
18210,bread
18211,blessed
18212,brake
18213,gave
18214,.
18215,24:31
18216,.
18217,eye
18218,opened
18219,:
18220,knew
18221,.
18222,vanished
18223,sight
18224,.
18225,24:32
18226,.
18227,said
18228,one
18229,:
18230,heart
18231,burning
18232,within
18233,u
18234,","
18235,whilst
18236,spoke
18237,way
18238,opened
18239,u
18240,scripture
18241,?
18242,24:33
18243,.
18244,rising
18245,","
18246,hour
18247,","
18248,went
18249,back
18250,Jerusalem
18251,:
18252,found
18253,eleven
18254,gathered
18255,together
18256,","
18257,","
18258,24:34
18259,.
18260,Saying
18261,:
18262,Lord
18263,risen
18264,indeed
18265,hath
18266,appeared
18267,Simon
18268,.
18269,24:35
18270,.
18271,told
18272,thing
18273,done
18274,way
18275,:
18276,knew
18277,breaking
18278,bread
18279,.
18280,24:36
18281,.
18282,","
18283,whilst
18284,speaking
18285,thing
18286,","
18287,Jesus
18288,stood
18289,midst
18290,saith
18291,:
18292,Peace
18293,.
18294,:
18295,Fear
18296,.
18297,24:37
18298,.
18299,troubled
18300,frightened
18301,","
18302,supposed
18303,saw
18304,spirit
18305,.
18306,24:38
18307,.
18308,said
18309,:
18310,troubled
18311,","
18312,thought
18313,arise
18314,heart
18315,?
18316,24:39
18317,.
18318,See
18319,hand
18320,foot
18321,","
18322,.
18323,Handle
18324,","
18325,see
18326,:
18327,spirit
18328,hath
18329,flesh
18330,bone
18331,","
18332,see
18333,.
18334,24:40
18335,.
18336,said
18337,","
18338,shewed
18339,hand
18340,foot
18341,.
18342,24:41
18343,.
18344,yet
18345,believed
18346,wondered
18347,joy
18348,","
18349,said
18350,:
18351,thing
18352,eat
18353,?
18354,24:42
18355,.
18356,offered
18357,piece
18358,broiled
18359,fish
18360,honeycomb
18361,.
18362,24:43
18363,.
18364,eaten
18365,","
18366,taking
18367,remains
18368,","
18369,gave
18370,.
18371,24:44
18372,.
18373,said
18374,:
18375,word
18376,spoke
18377,yet
18378,","
18379,thing
18380,must
18381,need
18382,fulfilled
18383,written
18384,law
18385,Moses
18386,prophet
18387,psalm
18388,","
18389,concerning
18390,.
18391,24:45
18392,.
18393,opened
18394,understanding
18395,","
18396,might
18397,understand
18398,scripture
18399,.
18400,24:46
18401,.
18402,said
18403,:
18404,Thus
18405,written
18406,","
18407,thus
18408,behoved
18409,Christ
18410,suffer
18411,rise
18412,dead
18413,","
18414,third
18415,day
18416,:
18417,24:47
18418,.
18419,penance
18420,remission
18421,sin
18422,preached
18423,name
18424,","
18425,unto
18426,nation
18427,","
18428,beginning
18429,Jerusalem
18430,.
18431,24:48
18432,.
18433,witness
18434,thing
18435,.
18436,24:49
18437,.
18438,send
18439,promise
18440,Father
18441,upon
18442,:
18443,stay
18444,city
18445,till
18446,endued
18447,power
18448,high
18449,.
18450,promise
18451,Father
18452,....
18453,","
18454,Holy
18455,Ghost
18456,","
18457,Christ
18458,promised
18459,Father
18460,would
18461,send
18462,","
18463,John
18464,14
18465,.
18466,26
18467,","
18468,17
18469,.
18470,7
18471,.
18472,24:50
18473,.
