,lemmatised_Matthew
17365,little
17366,","
17367,fell
17368,upon
17369,face
17370,","
17371,praying
17372,saying
17373,:
17374,Father
17375,","
17376,possible
17377,","
17378,let
17379,chalice
17380,pas
17381,.
17382,Nevertheless
17383,","
17384,thou
17385,wilt
17386,.
17387,26:40
17388,.
17389,cometh
17390,disciple
17391,findeth
17392,asleep
17393,.
17394,saith
17395,Peter
17396,:
17397,?
17398,Could
17399,watch
17400,one
17401,hour
17402,?
17403,26:41
17404,.
17405,Watch
17406,ye
17407,:
17408,pray
17409,ye
17410,enter
17411,temptation
17412,.
17413,spirit
17414,indeed
17415,willing
17416,","
17417,flesh
17418,weak
17419,.
17420,26:42
17421,.
17422,second
17423,time
17424,","
17425,went
17426,prayed
17427,","
17428,saying
17429,:
17430,Father
17431,","
17432,chalice
17433,may
17434,pas
17435,away
17436,","
17437,must
17438,drink
17439,","
17440,thy
17441,done
17442,.
17443,26:43
17444,.
17445,cometh
17446,findeth
17447,sleeping
17448,:
17449,eye
17450,heavy
17451,.
17452,26:44
17453,.
17454,leaving
17455,","
17456,went
17457,:
17458,prayed
17459,third
17460,time
17461,","
17462,saying
17463,selfsame
17464,word
17465,.
17466,26:45
17467,.
17468,cometh
17469,disciple
17470,said
17471,:
17472,Sleep
17473,ye
17474,take
17475,rest
17476,.
17477,Behold
17478,hour
17479,hand
17480,:
17481,Son
17482,man
17483,shall
17484,betrayed
17485,hand
17486,sinner
17487,.
17488,26:46
17489,.
17490,Rise
17491,:
17492,let
17493,u
17494,go
17495,.
17496,Behold
17497,hand
17498,betray
17499,.
17500,26:47
17501,.
17502,yet
17503,spoke
17504,","
17505,behold
17506,Judas
17507,","
17508,one
17509,twelve
17510,","
17511,came
17512,","
17513,great
17514,multitude
17515,sword
17516,club
17517,","
17518,sent
17519,chief
17520,priest
17521,ancient
17522,people
17523,.
17524,26:48
17525,.
17526,betrayed
17527,gave
17528,sign
17529,","
17530,saying
17531,:
17532,Whomsoever
17533,shall
17534,kiss
17535,","
17536,.
17537,Hold
17538,fast
17539,.
17540,26:49
17541,.
17542,forthwith
17543,coming
17544,Jesus
17545,","
17546,said
17547,:
17548,Hail
17549,","
17550,Rabbi
17551,.
17552,kissed
17553,.
17554,26:50
17555,.
17556,Jesus
17557,said
17558,:
17559,Friend
17560,","
17561,whereto
17562,art
17563,thou
17564,come
17565,?
17566,came
17567,laid
17568,hand
17569,Jesus
17570,held
17571,.
17572,26:51
17573,.
17574,behold
17575,one
17576,Jesus
17577,","
17578,stretching
17579,forth
17580,hand
17581,","
17582,drew
17583,sword
17584,:
17585,striking
17586,servant
17587,high
17588,priest
17589,","
17590,cut
17591,ear
17592,.
17593,26:52
17594,.
17595,Jesus
17596,saith
17597,:
17598,Put
17599,thy
17600,sword
17601,place
17602,:
17603,take
17604,sword
17605,shall
17606,perish
17607,sword
17608,.
17609,26:53
17610,.
17611,Thinkest
17612,thou
17613,ask
17614,Father
17615,","
17616,give
17617,presently
17618,twelve
17619,legion
17620,angel
17621,?
17622,26:54
17623,.
17624,shall
17625,scripture
17626,fulfilled
17627,","
17628,must
17629,done
17630,?
17631,26:55
17632,.
17633,hour
17634,","
17635,Jesus
17636,said
17637,multitude
17638,:
17639,come
17640,","
17641,robber
17642,","
17643,sword
17644,club
17645,apprehend
17646,.
17647,sat
17648,daily
17649,","
17650,teaching
17651,temple
17652,:
17653,laid
17654,hand
17655,.
17656,26:56
17657,.
17658,done
17659,scripture
17660,prophet
17661,might
17662,fulfilled
17663,.
17664,disciple
17665,","
17666,leaving
17667,","
17668,fled
17669,.
17670,26:57
17671,.
17672,holding
17673,Jesus
17674,led
17675,Caiphas
17676,high
17677,priest
17678,","
17679,scribe
17680,ancient
17681,assembled
17682,.
17683,26:58
17684,.
17685,Peter
17686,followed
17687,afar
17688,","
17689,even
17690,court
17691,high
17692,priest
17693,","
17694,going
17695,","
17696,sat
17697,servant
17698,","
17699,might
17700,see
17701,end
17702,.
17703,26:59
17704,.
17705,chief
17706,priest
17707,whole
17708,council
17709,sought
17710,false
17711,witness
17712,Jesus
17713,","
17714,might
17715,put
17716,death
17717,.
17718,26:60
17719,.
17720,found
17721,","
17722,whereas
17723,many
17724,false
17725,witness
17726,come
17727,.
17728,last
17729,came
17730,two
17731,false
17732,witness
17733,:
17734,26:61
17735,.
17736,said
17737,:
17738,man
17739,said
17740,","
17741,able
17742,destroy
17743,temple
17744,God
17745,three
17746,day
17747,rebuild
17748,.
17749,26:62
17750,.
17751,high
17752,priest
17753,rising
17754,","
17755,said
17756,:
17757,Answerest
17758,thou
17759,nothing
17760,thing
17761,witness
17762,thee
17763,?
17764,26:63
17765,.
17766,Jesus
17767,held
17768,peace
17769,.
17770,high
17771,priest
17772,said
17773,:
17774,adjure
17775,thee
17776,living
17777,God
17778,","
17779,thou
17780,tell
17781,u
17782,thou
17783,Christ
17784,Son
17785,God
17786,.
17787,26:64
17788,.
17789,Jesus
17790,saith
17791,:
17792,Thou
17793,hast
17794,said
17795,.
17796,Nevertheless
17797,say
17798,","
17799,hereafter
17800,shall
17801,see
17802,Son
17803,man
17804,sitting
17805,right
17806,hand
17807,power
17808,God
17809,coming
17810,cloud
17811,heaven
17812,.
17813,26:65
17814,.
17815,high
17816,priest
17817,rent
17818,garment
17819,","
17820,saying
17821,:
17822,hath
17823,blasphemed
17824,:
17825,need
17826,witness
17827,?
17828,Behold
17829,","
17830,heard
17831,blasphemy
17832,.
17833,26:66
17834,.
17835,think
17836,?
17837,answering
17838,","
17839,said
17840,:
17841,guilty
17842,death
17843,.
17844,26:67
17845,.
17846,spit
17847,face
17848,buffeted
17849,.
17850,others
17851,struck
17852,face
17853,palm
17854,hand
17855,","
17856,26:68
17857,.
17858,Saying
17859,:
17860,Prophesy
17861,unto
17862,u
17863,","
17864,Christ
17865,.
17866,struck
17867,thee
17868,?
17869,26:69
17870,.
17871,Peter
17872,sat
17873,without
17874,court
17875,.
17876,came
17877,servant
17878,maid
17879,","
17880,saying
17881,:
17882,Thou
17883,also
17884,wast
17885,Jesus
17886,Galilean
17887,.
17888,26:70
17889,.
17890,denied
17891,","
17892,saying
17893,:
17894,know
17895,thou
17896,sayest
17897,.
17898,26:71
17899,.
17900,went
17901,gate
17902,","
17903,another
17904,maid
17905,saw
17906,;
17907,saith
17908,:
17909,man
17910,also
17911,Jesus
17912,Nazareth
17913,.
17914,26:72
17915,.
17916,denied
17917,oath
17918,:
17919,know
17920,man
17921,.
17922,26:73
17923,.
17924,little
17925,","
17926,came
17927,stood
17928,said
17929,Peter
17930,:
17931,Surely
17932,thou
17933,also
17934,art
17935,one
17936,.
17937,even
17938,thy
17939,speech
17940,doth
17941,discover
17942,thee
17943,.
17944,26:74
17945,.
17946,began
17947,curse
17948,swear
17949,knew
17950,man
17951,.
17952,immediately
17953,cock
17954,crew
17955,.
17956,26:75
17957,.
17958,Peter
17959,remembered
17960,word
17961,Jesus
17962,said
17963,:
17964,cock
17965,crow
17966,","
17967,thou
17968,wilt
17969,deny
17970,thrice
17971,.
17972,going
17973,forth
17974,","
17975,wept
17976,bitterly
17977,.
17978,Matthew
17979,Chapter
17980,27
17981,continuation
17982,history
17983,passion
17984,Christ
17985,.
17986,death
17987,burial
17988,.
17989,27:1
17990,.
17991,morning
17992,come
17993,","
17994,chief
17995,priest
17996,ancient
17997,people
17998,took
17999,counsel
18000,Jesus
18001,","
18002,might
18003,put
18004,death
18005,.
18006,27:2
18007,.
18008,brought
18009,bound
18010,delivered
18011,Pontius
18012,Pilate
18013,governor
18014,.
18015,27:3
18016,.
18017,Judas
18018,","
18019,betrayed
18020,","
18021,seeing
18022,condemned
18023,","
18024,repenting
18025,","
18026,brought
18027,back
18028,thirty
18029,piece
18030,silver
18031,chief
18032,priest
18033,ancient
18034,","
18035,27:4
18036,.
18037,Saying
18038,:
18039,sinned
18040,betraying
18041,innocent
18042,blood
18043,.
18044,said
18045,:
18046,u
18047,?
18048,Look
18049,thou
18050,.
18051,27:5
18052,.
18053,casting
18054,piece
18055,silver
18056,temple
18057,","
18058,departed
18059,went
18060,hanged
18061,halter
18062,.
18063,27:6
18064,.
18065,chief
18066,priest
18067,taken
18068,piece
18069,silver
18070,","
18071,said
18072,:
18073,lawful
18074,put
18075,corbona
18076,","
18077,price
18078,blood
18079,.
18080,Corbona
18081,....
18082,place
18083,temple
18084,people
18085,put
18086,gift
18087,offering
18088,.
18089,27:7
18090,.
18091,consulted
18092,together
18093,","
18094,bought
18095,potter
18096,’
18097,field
18098,","
18099,burying
18100,place
18101,stranger
18102,.
18103,27:8
18104,.
18105,cause
18106,field
18107,called
18108,Haceldama
18109,","
18110,","
18111,field
18112,blood
18113,","
18114,even
18115,day
18116,.
18117,27:9
18118,.
18119,fulfilled
18120,spoken
18121,Jeremias
18122,prophet
18123,","
18124,saying
18125,:
18126,took
18127,thirty
18128,piece
18129,silver
18130,","
18131,price
18132,prized
18133,","
18134,prized
18135,child
18136,Israel
18137,.
18138,27:10
18139,.
18140,gave
18141,unto
18142,potter
18143,’
18144,field
18145,","
18146,Lord
18147,appointed
18148,.
18149,27:11
18150,.
18151,Jesus
18152,stood
18153,governor
18154,","
18155,governor
18156,asked
18157,","
18158,saying
18159,:
18160,Art
18161,thou
18162,king
18163,Jews
18164,?
18165,Jesus
18166,saith
18167,:
18168,Thou
18169,sayest
18170,.
18171,27:12
18172,.
18173,accused
18174,chief
18175,priest
18176,ancient
18177,","
18178,answered
18179,nothing
18180,.
18181,27:13
18182,.
18183,Pilate
18184,saith
18185,:
18186,Dost
18187,thou
18188,hear
18189,great
18190,testimony
18191,allege
18192,thee
18193,?
18194,27:14
18195,.
18196,answered
18197,never
18198,word
18199,","
18200,governor
18201,wondered
18202,exceedingly
18203,.
18204,27:15
18205,.
18206,upon
18207,solemn
18208,day
18209,governor
18210,accustomed
18211,release
18212,people
18213,one
18214,prisoner
18215,","
18216,would
18217,.
18218,27:16
18219,.
18220,notorious
18221,prisoner
18222,called
18223,Barabbas
18224,.
18225,27:17
18226,.
18227,therefore
18228,gathered
18229,together
18230,","
18231,Pilate
18232,said
18233,:
18234,release
18235,:
18236,Barabbas
18237,","
18238,Jesus
18239,called
18240,Christ
18241,?
18242,27:18
18243,.
18244,knew
18245,envy
18246,delivered
18247,.
18248,27:19
18249,.
18250,sitting
18251,place
18252,judgment
18253,","
18254,wife
18255,sent
18256,","
18257,saying
18258,:
18259,thou
18260,nothing
18261,man
18262,;
18263,suffered
18264,many
18265,thing
18266,day
18267,dream
18268,.
18269,27:20
18270,.
18271,chief
18272,priest
18273,ancient
18274,persuaded
18275,people
18276,ask
18277,Barabbas
18278,make
18279,Jesus
18280,away
18281,.
18282,27:21
18283,.
18284,governor
18285,answering
18286,","
18287,said
18288,:
18289,Whether
18290,two
18291,released
18292,unto
18293,?
18294,said
18295,:
18296,Barabbas
18297,.
18298,27:22
18299,.
18300,Pilate
18301,saith
18302,:
18303,shall
18304,Jesus
18305,called
18306,Christ
18307,?
18308,say
18309,:
18310,Let
18311,crucified
18312,.
18313,27:23
18314,.
18315,governor
18316,said
18317,:
18318,","
18319,evil
18320,hath
18321,done
18322,?
18323,cried
18324,","
18325,saying
18326,:
18327,Let
18328,crucified
18329,.
18330,27:24
18331,.
18332,Pilate
18333,seeing
18334,prevailed
18335,nothing
18336,","
18337,rather
18338,tumult
18339,made
18340,","
18341,taking
18342,water
18343,washed
18344,hand
18345,people
18346,","
18347,saying
18348,:
18349,innocent
18350,blood
18351,man
18352,.
18353,Look
18354,.
18355,27:25
18356,.
18357,whole
18358,people
18359,answering
18360,","
18361,said
18362,:
18363,blood
18364,upon
18365,u
18366,upon
18367,child
18368,.
18369,27:26
18370,.
18371,released
18372,Barabbas
18373,:
18374,scourged
18375,Jesus
18376,","
18377,delivered
18378,unto
18379,crucified
18380,.
18381,27:27
18382,.
18383,soldier
18384,governor
18385,","
18386,taking
18387,Jesus
18388,hall
18389,","
18390,gathered
18391,together
18392,unto
18393,whole
18394,band
18395,.
18396,27:28
18397,.
18398,stripping
18399,","
18400,put
18401,scarlet
18402,cloak
18403,.
18404,27:29
18405,.
18406,platting
18407,crown
18408,thorn
18409,","
18410,put
18411,upon
18412,head
18413,","
18414,reed
18415,right
18416,hand
18417,.
18418,bowing
18419,knee
18420,","
18421,mocked
18422,","
18423,saying
18424,:
18425,Hail
18426,","
18427,King
18428,Jews
18429,.
18430,27:30
18431,.
18432,spitting
18433,upon
18434,","
18435,took
18436,reed
18437,struck
18438,head
18439,.
18440,27:31
18441,.
18442,mocked
18443,","
18444,took
18445,cloak
18446,put
18447,garment
18448,led
18449,away
18450,crucify
18451,.
18452,27:32
18453,.
18454,going
18455,","
18456,found
18457,man
18458,Cyrene
18459,","
18460,named
18461,Simon
18462,:
18463,forced
18464,take
18465,cross
18466,.
18467,27:33
18468,.
18469,came
18470,place
18471,called
18472,Golgotha
18473,","
18474,place
18475,Calvary
18476,.
18477,27:34
18478,.
18479,gave
18480,wine
18481,drink
18482,mingled
18483,gall
18484,.
18485,tasted
18486,","
18487,would
18488,drink
18489,.
18490,27:35
18491,.
18492,crucified
18493,","
18494,divided
18495,garment
18496,","
18497,casting
18498,lot
18499,;
18500,might
18501,fulfilled
18502,spoken
18503,prophet
18504,","
18505,saying
18506,:
18507,divided
18508,garment
18509,among
18510,;
18511,upon
18512,vesture
18513,cast
18514,lot
18515,.
18516,27:36
18517,.
18518,sat
18519,watched
18520,.
18521,27:37
18522,.
18523,put
18524,head
18525,cause
18526,written
18527,:
18528,JESUS
18529,KING
18530,JEWS
18531,.
18532,27:38
18533,.
18534,crucified
18535,two
18536,thief
18537,:
18538,one
18539,right
18540,hand
18541,one
18542,left
18543,.
18544,27:39
18545,.
18546,passed
18547,blasphemed
18548,","
18549,wagging
18550,head
18551,","
18552,27:40
18553,.
18554,saying
18555,:
18556,Vah
18557,","
18558,thou
18559,destroyest
18560,temple
18561,God
18562,three
18563,day
18564,dost
18565,rebuild
18566,:
18567,save
18568,thy
18569,self
18570,.
18571,thou
18572,Son
18573,God
18574,","
18575,come
18576,cross
18577,.
18578,27:41
18579,.
18580,like
18581,manner
18582,also
18583,chief
18584,priest
18585,","
18586,scribe
18587,ancient
18588,","
18589,mocking
18590,said
18591,:
18592,27:42
18593,.
18594,saved
18595,others
18596,:
18597,save
18598,.
18599,king
18600,Israel
18601,","
18602,let
18603,come
18604,cross
18605,:
18606,believe
18607,.
18608,27:43
18609,.
18610,trusted
18611,God
18612,:
18613,let
18614,deliver
18615,.
18616,said
18617,:
18618,Son
18619,God
18620,.
18621,27:44
18622,.
18623,selfsame
18624,thing
18625,thief
18626,also
18627,crucified
18628,reproached
18629,.
18630,27:45
18631,.
18632,sixth
18633,hour
18634,","
18635,darkness
18636,whole
18637,earth
18638,","
18639,ninth
18640,hour
18641,.
18642,27:46
18643,.
18644,ninth
18645,hour
18646,","
18647,Jesus
18648,cried
18649,loud
18650,voice
18651,","
18652,saying
18653,:
18654,Eli
18655,","
18656,Eli
18657,","
18658,lamma
18659,sabacthani
18660,?
18661,","
18662,God
18663,","
18664,God
18665,","
18666,hast
18667,thou
18668,forsaken
18669,?
18670,27:47
18671,.
18672,stood
18673,heard
18674,said
18675,:
18676,man
18677,calleth
18678,Elias
18679,.
18680,27:48
18681,.
18682,immediately
18683,one
18684,running
18685,took
18686,sponge
18687,filled
18688,vinegar
18689,put
18690,reed
18691,gave
18692,drink
18693,.
18694,27:49
18695,.
18696,others
18697,said
18698,:
18699,Let
18700,.
18701,Let
18702,u
18703,see
18704,whether
18705,Elias
18706,come
18707,deliver
18708,.
18709,27:50
18710,.
18711,Jesus
18712,cry
18713,loud
18714,voice
18715,","
18716,yielded
18717,ghost
18718,.
18719,27:51
18720,.
18721,behold
18722,veil
18723,temple
18724,rent
18725,two
18726,top
18727,even
18728,bottom
18729,:
18730,earth
18731,quaked
18732,rock
18733,rent
18734,.
18735,27:52
18736,.
18737,graf
18738,opened
18739,:
18740,many
18741,body
18742,saint
18743,slept
18744,arose
18745,","
18746,27:53
18747,.
18748,coming
18749,tomb
18750,resurrection
18751,","
18752,came
18753,holy
18754,city
18755,appeared
18756,many
18757,.
18758,27:54
18759,.
18760,centurion
18761,watching
18762,Jesus
18763,","
18764,seen
18765,earthquake
18766,thing
18767,done
18768,","
18769,sore
18770,afraid
18771,","
18772,saying
18773,:
18774,Indeed
18775,Son
18776,God
18777,.
18778,27:55
18779,.
18780,many
18781,woman
18782,afar
18783,","
18784,followed
18785,Jesus
18786,Galilee
18787,","
18788,ministering
18789,unto
18790,:
18791,27:56
18792,.
18793,Among
18794,Mary
18795,Magdalen
18796,Mary
18797,mother
18798,James
18799,Joseph
18800,mother
18801,son
18802,Zebedee
18803,.
18804,27:57
18805,.
18806,evening
18807,","
18808,came
18809,certain
18810,rich
18811,man
18812,Arimathea
18813,","
18814,named
18815,Joseph
18816,","
18817,also
18818,disciple
18819,Jesus
18820,.
18821,27:58
18822,.
18823,went
18824,Pilate
18825,asked
18826,body
18827,Jesus
18828,.
18829,Pilate
18830,commanded
18831,body
18832,delivered
18833,.
18834,27:59
18835,.
18836,Joseph
18837,taking
18838,body
18839,wrapped
18840,clean
18841,linen
18842,cloth
18843,:
18844,27:60
18845,.
18846,laid
18847,new
18848,monument
18849,","
18850,hewed
18851,rock
18852,.
18853,rolled
18854,great
18855,stone
18856,door
18857,monument
18858,went
18859,way
18860,.
18861,27:61
18862,.
18863,Mary
18864,Magdalen
18865,Mary
18866,","
18867,sitting
18868,sepulchre
18869,.
18870,27:62
18871,.
18872,next
18873,day
18874,","
18875,followed
18876,day
18877,preparation
18878,","
18879,chief
18880,priest
18881,Pharisees
18882,came
18883,together
18884,Pilate
18885,","
18886,day
18887,preparation
18888,....
18889,eve
18890,sabbath
18891,;
18892,called
18893,","
18894,day
18895,prepared
18896,thing
18897,necessary
18898,;
18899,allowed
18900,much
18901,dress
18902,meat
18903,sabbath
18904,day
18905,.
18906,27:63
18907,.
18908,Saying
18909,:
18910,Sir
18911,","
18912,remembered
18913,","
18914,seducer
18915,said
18916,","
18917,yet
18918,alive
18919,:
18920,three
18921,day
18922,rise
18923,.
18924,27:64
18925,.
18926,Command
18927,therefore
18928,sepulchre
18929,guarded
18930,third
18931,day
18932,:
18933,lest
18934,perhaps
18935,disciple
18936,come
18937,steal
18938,away
18939,say
18940,people
18941,:
18942,risen
18943,dead
18944,.
18945,last
18946,error
18947,shall
18948,worse
18949,first
18950,.
18951,27:65
18952,.
18953,Pilate
18954,saith
18955,:
18956,guard
18957,.
18958,Go
18959,","
18960,guard
18961,know
18962,.
18963,27:66
18964,.
18965,departing
18966,","
18967,made
18968,sepulchre
18969,sure
18970,","
18971,sealing
18972,stone
